utterance	representation
Can I get to my uncle's house by 2pm without passing construction?	[IN:GET_ESTIMATED_ARRIVAL Can I get to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION uncle ] 's house ] ] [SL:DATE_TIME_ARRIVAL by 2 pm ] without passing [SL:OBSTRUCTION_AVOID construction ] ? ]
How far is Tennessee from me	[IN:GET_DISTANCE How far is [SL:DESTINATION Tennessee ] from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER me ] ] ] ]
IS THERE A BETTER ROUTE HOME	[IN:UPDATE_DIRECTIONS IS THERE A BETTER ROUTE [SL:DESTINATION [IN:GET_LOCATION_HOME HOME ] ] ]
Is Newark Airport 25 miles from NYC	[IN:GET_DISTANCE Is [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP Newark Airport ] ] ] 25 miles from [SL:SOURCE NYC ] ]
how many miles from san diego to san francisco	[IN:GET_DISTANCE how many [SL:UNIT_DISTANCE miles ] from [SL:SOURCE san diego ] to [SL:DESTINATION san francisco ] ]
What time do I have to reach Sea tac	[IN:GET_ESTIMATED_ARRIVAL What time do I have to reach [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP Sea tac ] ] ] ]
How many kilometers between Boston and Bahamas	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE kilometers ] between [SL:SOURCE Boston ] and [SL:DESTINATION Bahamas ] ]
What is the distance between Dayton, Ohio and Mesa, AZ	[IN:GET_DISTANCE What is the distance between [SL:SOURCE Dayton , Ohio ] and [SL:DESTINATION Mesa , AZ ] ]
What time does the Big Bang Theory start?	[IN:UNSUPPORTED What time does the Big Bang Theory start ? ]
What's the distance between Buffalo and Syracuse	[IN:GET_DISTANCE What 's the distance between [SL:SOURCE Buffalo ] and [SL:DESTINATION Syracuse ] ]
Can I get from here to Hualian before 4pm?	[IN:GET_ESTIMATED_ARRIVAL Can I get from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] to [SL:DESTINATION Hualian ] [SL:DATE_TIME_ARRIVAL before 4 pm ] ? ]
How many miles it it to the closest post office	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] it it to [SL:DESTINATION [IN:GET_LOCATION the [SL:LOCATION_MODIFIER closest ] [SL:CATEGORY_LOCATION post office ] ] ] ]
Tell me how many miles is Atlanta from Washington DC	[IN:GET_DISTANCE Tell me how many [SL:UNIT_DISTANCE miles ] is [SL:DESTINATION Atlanta ] from [SL:SOURCE Washington DC ] ]
What is the distance between Paris and Lyon	[IN:GET_DISTANCE What is the distance between [SL:SOURCE Paris ] and [SL:DESTINATION Lyon ] ]
Holiday music venues for tomorrow	[IN:UNSUPPORTED Holiday music venues for tomorrow ]
Is the new outdoor skating rink open	[IN:UNSUPPORTED Is the new outdoor skating rink open ]
Please find an alternate route	[IN:UPDATE_DIRECTIONS Please find an alternate route ]
Best restaurant in Chicago	[IN:UNSUPPORTED Best restaurant in Chicago ]
What is the distance between Los Angeles, CA and Sacramento, CA	[IN:GET_DISTANCE What is the distance between [SL:SOURCE Los Angeles , CA ] and [SL:DESTINATION Sacramento , CA ] ]
What time will the game in the Meadowlands let out on Monday?	[IN:UNSUPPORTED What time will the game in the Meadowlands let out on Monday ? ]
what is the distance from Chicago to Miami	[IN:GET_DISTANCE what is the distance from [SL:SOURCE Chicago ] to [SL:DESTINATION Miami ] ]
If i left Coastal Carolina Community College at noon, when will i arrive in Topsail Beach?	[IN:GET_ESTIMATED_ARRIVAL If i left [SL:SOURCE [IN:GET_LOCATION [SL:POINT_ON_MAP Coastal Carolina Community College ] ] ] [SL:DATE_TIME_DEPARTURE at noon ] , when will i arrive in [SL:DESTINATION Topsail Beach ] ? ]
Looking for a nice place to take David for dinner this weekend in Clearwater Beach	[IN:UNSUPPORTED Looking for a nice place to take David for dinner this weekend in Clearwater Beach ]
What do my friends think about the college in Sheboygan?	[IN:UNSUPPORTED What do my friends think about the college in Sheboygan ? ]
Can I make it to Chicago from here before 6pm?	[IN:GET_ESTIMATED_ARRIVAL Can I make it to [SL:DESTINATION Chicago ] from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] [SL:DATE_TIME_ARRIVAL before 6 pm ] ? ]
How far is Huston from Dallas	[IN:GET_DISTANCE How far is [SL:DESTINATION Huston ] from [SL:SOURCE Dallas ] ]
At what time does the Getty Museum in Los Angeles opens this Saturday	[IN:UNSUPPORTED At what time does the Getty Museum in Los Angeles opens this Saturday ]
How far is it between Hays and Salina	[IN:GET_DISTANCE How far is it between [SL:SOURCE Hays ] and [SL:DESTINATION Salina ] ]
how many miles from Maine to Washington dc	[IN:GET_DISTANCE how many [SL:UNIT_DISTANCE miles ] from [SL:SOURCE Maine ] to [SL:DESTINATION Washington dc ] ]
Can I get from here to Great mall before 12pm?	[IN:GET_ESTIMATED_ARRIVAL Can I get from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP Great mall ] ] ] [SL:DATE_TIME_ARRIVAL before 12 pm ] ? ]
Next full moon	[IN:UNSUPPORTED Next full moon ]
list the newest restaurants in Portland Oregon	[IN:UNSUPPORTED list the newest restaurants in Portland Oregon ]
How far between New York and Los Angeles	[IN:GET_DISTANCE How far between [SL:SOURCE New York ] and [SL:DESTINATION Los Angeles ] ]
What's the distance between LA and Vegas	[IN:GET_DISTANCE What 's the distance between [SL:SOURCE LA ] and [SL:DESTINATION Vegas ] ]
What time will I arrive at my doctor's office, if I leave my house in 20 minutes?	[IN:GET_ESTIMATED_ARRIVAL What time will I arrive at [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION my doctor 's office ] ] ] , if I leave [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT my ] house ] ] [SL:DATE_TIME_DEPARTURE in 20 minutes ] ? ]
distance from Parma to Cleveland Ohio	[IN:GET_DISTANCE distance from [SL:SOURCE Parma ] to [SL:DESTINATION Cleveland Ohio ] ]
If I leave Alexandria by the car, when will I get to Desok?	[IN:GET_ESTIMATED_ARRIVAL If I leave [SL:SOURCE Alexandria ] by the [SL:METHOD_TRAVEL car ] , when will I get to [SL:DESTINATION Desok ] ? ]
how far away is Phoenix	[IN:GET_DISTANCE how far away is [SL:DESTINATION Phoenix ] ]
If I leave at 4 am to travel to Baltimore, what time will I arrive?	[IN:GET_ESTIMATED_ARRIVAL If I leave [SL:DATE_TIME_DEPARTURE at 4 am ] to travel to [SL:DESTINATION Baltimore ] , what time will I arrive ? ]
What would my arrival time in Lewisburg, TN be if I left now and avoided the interstate	[IN:GET_ESTIMATED_ARRIVAL What would my arrival time in [SL:DESTINATION Lewisburg , TN ] be if I left [SL:DATE_TIME_DEPARTURE now ] and avoided [SL:PATH_AVOID the interstate ] ]
Party planner in Indianapolis for next month	[IN:UNSUPPORTED_EVENT Party planner in Indianapolis for next month ]
What time will I get to Tulsa if I leave here and use the fastest route?	[IN:GET_ESTIMATED_ARRIVAL What time will I get to [SL:DESTINATION Tulsa ] if I leave [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] and use the fastest route ? ]
What is the distance between Italy and Greece	[IN:GET_DISTANCE What is the distance between [SL:SOURCE Italy ] and [SL:DESTINATION Greece ] ]
what is the distance from birmingham, al to atlanta, ga	[IN:GET_DISTANCE what is the distance from [SL:SOURCE birmingham , al ] to [SL:DESTINATION atlanta , ga ] ]
how far to get to my current destination	[IN:GET_DISTANCE how far to get to [SL:DESTINATION my current destination ] ]
What is the estimated arrival time	[IN:GET_ESTIMATED_ARRIVAL What is the estimated arrival time ]
Any shortcuts to Suwanee	[IN:UPDATE_DIRECTIONS Any shortcuts to [SL:DESTINATION Suwanee ] ]
Tell me how far away is Cairo	[IN:GET_DISTANCE Tell me how far away is [SL:DESTINATION Cairo ] ]
Arrival time to O'hare airport from home if I leave now.	[IN:GET_ESTIMATED_ARRIVAL Arrival time to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP O'hare airport ] ] ] from [SL:SOURCE [IN:GET_LOCATION_HOME home ] ] if I leave [SL:DATE_TIME_DEPARTURE now ] . ]
Give me the distance between Bay Minette, AL and Nashville, TN	[IN:GET_DISTANCE Give me the distance between [SL:SOURCE Bay Minette , AL ] and [SL:DESTINATION Nashville , TN ] ]
How many miles are between Japan and Minnesota	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] are between [SL:SOURCE Japan ] and [SL:DESTINATION Minnesota ] ]
how can I get cheap tickets for  art events	[IN:UNSUPPORTED how can I get cheap tickets for art events ]
tourist destinations in El Paso in Decemeber	[IN:UNSUPPORTED tourist destinations in El Paso in Decemeber ]
Find me an Italian restaurant near me	[IN:UNSUPPORTED_EVENT Find me an Italian restaurant near me ]
Can I get from here to the mall before 2pm?	[IN:GET_ESTIMATED_ARRIVAL Can I get from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the mall ] ] ] [SL:DATE_TIME_ARRIVAL before 2 pm ] ? ]
how many miles between los angeles and new york city	[IN:GET_DISTANCE how many [SL:UNIT_DISTANCE miles ] between [SL:SOURCE los angeles ] and [SL:DESTINATION new york city ] ]
Is there an alternate route around Disney	[IN:UPDATE_DIRECTIONS Is there an alternate route around [SL:WAYPOINT_AVOID [IN:GET_LOCATION [SL:POINT_ON_MAP Disney ] ] ] ]
If I leave in the next 15 minutes, can I make to Apple headquarters by 11am?	[IN:GET_ESTIMATED_ARRIVAL If I leave [SL:DATE_TIME_DEPARTURE in the next 15 minutes ] , can I make to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP Apple headquarters ] ] ] [SL:DATE_TIME_ARRIVAL by 11 am ] ? ]
What are two centrally located cities of all my family where we could have a family reunion?	[IN:UNSUPPORTED What are two centrally located cities of all my family where we could have a family reunion ? ]
I want to get tickets to Mickey on ice	[IN:UNSUPPORTED_EVENT I want to get tickets to Mickey on ice ]
How far away in meters is St. Louis from El Paso	[IN:GET_DISTANCE How far away in [SL:UNIT_DISTANCE meters ] is [SL:DESTINATION St . Louis ] from [SL:SOURCE El Paso ] ]
How many miles between Philadelphia and Daytona Beach	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] between [SL:SOURCE Philadelphia ] and [SL:DESTINATION Daytona Beach ] ]
What is the distance from Fargo North Dakota to Charleston South Carolina	[IN:GET_DISTANCE What is the distance from [SL:SOURCE Fargo North Dakota ] to [SL:DESTINATION Charleston South Carolina ] ]
Is there an alternate route to avoid traffic	[IN:UPDATE_DIRECTIONS Is there an alternate route to avoid [SL:OBSTRUCTION_AVOID traffic ] ]
If i take the broken arrow expressway from here, can i arrive to Tamara's by 7?	[IN:GET_ESTIMATED_ARRIVAL If i take [SL:PATH the broken arrow expressway ] from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] , can i arrive to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT Tamara ] ] ] 's [SL:DATE_TIME_ARRIVAL by 7 ] ? ]
Can you alert me when traffic dies down	[IN:UNSUPPORTED Can you alert me when traffic dies down ]
What is the distance between Austin and Dallas	[IN:GET_DISTANCE What is the distance between [SL:SOURCE Austin ] and [SL:DESTINATION Dallas ] ]
How far to Ottumwa from home	[IN:GET_DISTANCE How far to [SL:DESTINATION Ottumwa ] from [SL:SOURCE [IN:GET_LOCATION_HOME home ] ] ]
reroute to hospital	[IN:UPDATE_DIRECTIONS reroute to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION hospital ] ] ] ]
How many miles is it from Illinois to Australia	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] is it from [SL:SOURCE Illinois ] to [SL:DESTINATION Australia ] ]
Can I get to the Violet Crown movie theater by 3pm?	[IN:GET_ESTIMATED_ARRIVAL Can I get to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP the Violet Crown movie theater ] ] ] [SL:DATE_TIME_ARRIVAL by 3 pm ] ? ]
how far is it from atlanta to los angeles	[IN:GET_DISTANCE how far is it from [SL:SOURCE atlanta ] to [SL:DESTINATION los angeles ] ]
how far is Wilmington from supply	[IN:GET_DISTANCE how far is [SL:DESTINATION Wilmington ] from [SL:SOURCE [IN:GET_LOCATION [SL:CATEGORY_LOCATION supply ] ] ] ]
Can you show me any of my friends that are following Daryl's band?	[IN:UNSUPPORTED Can you show me any of my friends that are following Daryl 's band ? ]
How far is it to the next town	[IN:GET_DISTANCE How far is it to [SL:DESTINATION [IN:GET_LOCATION the [SL:LOCATION_MODIFIER next ] [SL:CATEGORY_LOCATION town ] ] ] ]
What's the distance between Fort Lauderdale and Key Biscayne	[IN:GET_DISTANCE What 's the distance between [SL:SOURCE Fort Lauderdale ] and [SL:DESTINATION Key Biscayne ] ]
Will I be able to get to dad's by noon if I leave at 4 am	[IN:GET_ESTIMATED_ARRIVAL Will I be able to get to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:TYPE_RELATION dad ] ] ] 's [SL:DATE_TIME_ARRIVAL by noon ] if I leave [SL:DATE_TIME_DEPARTURE at 4 am ] ]
How long do I have until I need to leave to get to the store on time, without taking the freeway.	[IN:GET_ESTIMATED_DEPARTURE How long do I have until I need to leave to get to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the store ] ] ] on time , without taking [SL:PATH_AVOID [IN:GET_LOCATION [SL:CATEGORY_LOCATION the freeway ] ] ] . ]
when is the local bath house open	[IN:UNSUPPORTED_EVENT when is the local bath house open ]
How many times have you lost your keys?	[IN:UNSUPPORTED How many times have you lost your keys ? ]
Is the Alamo still in its original location or was it ever moved	[IN:UNSUPPORTED Is the Alamo still in its original location or was it ever moved ]
I need tickets to the football VIP section for tomorrow	[IN:UNSUPPORTED_EVENT I need tickets to the football VIP section for tomorrow ]
What is the distance between Disney World and Disney Land	[IN:GET_DISTANCE What is the distance between [SL:SOURCE [IN:GET_LOCATION [SL:POINT_ON_MAP Disney World ] ] ] and [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP Disney Land ] ] ] ]
How far is the airport?	[IN:GET_DISTANCE How far is [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the airport ] ] ] ? ]
how far is it from hibbing to coleraine	[IN:GET_DISTANCE how far is it from [SL:SOURCE hibbing ] to [SL:DESTINATION coleraine ] ]
when can we get to the casino if we leave now	[IN:GET_ESTIMATED_ARRIVAL when can we get to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the casino ] ] ] if we leave [SL:DATE_TIME_DEPARTURE now ] ]
alternate route to Sugar Grove	[IN:UPDATE_DIRECTIONS alternate route to [SL:DESTINATION Sugar Grove ] ]
How far is Tony's house in bike	[IN:GET_DISTANCE How far is [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT Tony ] 's house ] ] in [SL:METHOD_TRAVEL bike ] ]
how many miles to gray, tenn from here	[IN:GET_DISTANCE how many [SL:UNIT_DISTANCE miles ] to [SL:DESTINATION gray , tenn ] from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] ]
How many miles is it to the grocery store	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] is it to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the grocery store ] ] ] ]
What time should i expect Jo to arrive home if she left Martinsville at 6pm?	[IN:GET_ESTIMATED_ARRIVAL What time should i expect Jo to arrive [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] if she left [SL:SOURCE Martinsville ] [SL:DATE_TIME_DEPARTURE at 6 pm ] ? ]
Any children's play centers near me open this weekend	[IN:UNSUPPORTED Any children 's play centers near me open this weekend ]
Is rush hour really an hour	[IN:UNSUPPORTED Is rush hour really an hour ]
If I leave at 4, what time will I get to Matt's house?	[IN:GET_ESTIMATED_ARRIVAL If I leave [SL:DATE_TIME_DEPARTURE at 4 ] , what time will I get to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT Matt ] 's house ] ] ? ]
What's the distance between Omaha and LA	[IN:GET_DISTANCE What 's the distance between [SL:SOURCE Omaha ] and [SL:DESTINATION LA ] ]
What's the distance between Seattle and New York?	[IN:GET_DISTANCE What 's the distance between [SL:SOURCE Seattle ] and [SL:DESTINATION New York ] ? ]
If I leave my house at 7am what time will I arrive to Monica's?	[IN:GET_ESTIMATED_ARRIVAL If I leave [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT my ] house ] ] [SL:DATE_TIME_DEPARTURE at 7 am ] what time will I arrive to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT Monica ] ] ] 's ? ]
Show me all the events my nearby friends are attending this week.	[IN:UNSUPPORTED Show me all the events my nearby friends are attending this week . ]
How much are tickets to SEMA	[IN:UNSUPPORTED_EVENT How much are tickets to SEMA ]
What time should I start driving if I want to get to Bay Shore high school at 8am?	[IN:GET_ESTIMATED_DEPARTURE What time should I start [SL:METHOD_TRAVEL driving ] if I want to get to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP Bay Shore high school ] ] ] [SL:DATE_TIME_ARRIVAL at 8 am ] ? ]
how much is it to go to the Tribeca Film Fest	[IN:UNSUPPORTED_EVENT how much is it to go to the Tribeca Film Fest ]
What are some special deals for round trip airlines to Puerto Rico	[IN:UNSUPPORTED What are some special deals for round trip airlines to Puerto Rico ]
How many miles between Oklahoma City and Miami	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] between [SL:SOURCE Oklahoma City ] and [SL:DESTINATION Miami ] ]
Can I make it to Laura's house before noon if I leave now?	[IN:GET_ESTIMATED_ARRIVAL Can I make it to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT Laura ] 's house ] ] [SL:DATE_TIME_ARRIVAL before noon ] if I leave [SL:DATE_TIME_DEPARTURE now ] ? ]
Pet friendly hotels in Seattle	[IN:UNSUPPORTED_EVENT Pet friendly hotels in Seattle ]
What is the distance between Merrill and Onalaska	[IN:GET_DISTANCE What is the distance between [SL:SOURCE Merrill ] and [SL:DESTINATION Onalaska ] ]
What is the distance from Texas to California	[IN:GET_DISTANCE What is the distance from [SL:SOURCE Texas ] to [SL:DESTINATION California ] ]
Distance from Atlanta GA to Boston MA	[IN:GET_DISTANCE Distance from [SL:SOURCE Atlanta GA ] to [SL:DESTINATION Boston MA ] ]
Most healthiest food	[IN:UNSUPPORTED Most healthiest food ]
Get time arrival to clubhouse in downtown Miami	[IN:GET_ESTIMATED_ARRIVAL Get time arrival to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION clubhouse ] in [SL:LOCATION_MODIFIER downtown Miami ] ] ] ]
If I leave at 9 am will i make it to solon by 10 am from lakeview	[IN:GET_ESTIMATED_ARRIVAL If I leave [SL:DATE_TIME_DEPARTURE at 9 am ] will i make it to [SL:DESTINATION solon ] [SL:DATE_TIME_ARRIVAL by 10 am ] from [SL:SOURCE lakeview ] ]
how many miles between Austin and Dallas?	[IN:GET_DISTANCE how many [SL:UNIT_DISTANCE miles ] between [SL:SOURCE Austin ] and [SL:DESTINATION Dallas ] ? ]
How many miles are there between Atlanta and Miami	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] are there between [SL:SOURCE Atlanta ] and [SL:DESTINATION Miami ] ]
If I leave home at 9 am can I get to the theater before the play starts at 10 am?	[IN:GET_ESTIMATED_ARRIVAL If I leave [SL:SOURCE [IN:GET_LOCATION_HOME home ] ] [SL:DATE_TIME_DEPARTURE at 9 am ] can I get to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the theater ] ] ] before the play starts [SL:DATE_TIME_ARRIVAL at 10 am ] ? ]
How many miles from Phoenix to San Francisco	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] from [SL:SOURCE Phoenix ] to [SL:DESTINATION San Francisco ] ]
What is the distance between Miami and Cuba	[IN:GET_DISTANCE What is the distance between [SL:SOURCE Miami ] and [SL:DESTINATION Cuba ] ]
I'm on US Route 4, how many more miles until I get to Route 12?	[IN:GET_DISTANCE I'm on [SL:SOURCE US Route 4 ] , how many more [SL:UNIT_DISTANCE miles ] until I get to [SL:DESTINATION Route 12 ] ? ]
if i leave at 2:15 what time will i get to mom's house	[IN:GET_ESTIMATED_ARRIVAL if i leave [SL:DATE_TIME_DEPARTURE at 2 : 15 ] what time will i get to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:TYPE_RELATION mom ] 's house ] ] ]
